Log Name,Source,Date,Event ID,Task,Level,Opcode,Keyword,User,User Name,Computer,Description
607,System,Microsoft-Windows-Kernel-Power,2017-06-24T20:56:03.593,131,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,"Firmware S3 times. ResumeCount: 0, FullResume: 0, AverageResume: 0"
608,System,Microsoft-Windows-Power-Troubleshooter,2017-06-24T20:56:09.869,1,N/A,Information,Info,N/A,S-1-5-19,NT,DESKTOP-OGCJR0S,The system has returned from a low power state.
609,System,Microsoft-Windows-DNS-Client,2017-06-24T20:56:09.938,1014,N/A,Warning,Info,N/A,S-1-5-20,NT,DESKTOP-OGCJR0S,Name resolution for the name wpad timed out after none of the configured DNS servers responded.
610,System,Microsoft-Windows-DNS-Client,2017-06-24T20:56:12.191,1014,N/A,Warning,Info,N/A,S-1-5-20,NT,DESKTOP-OGCJR0S,Name resolution for the name wpad timed out after none of the configured DNS servers responded.
611,System,Service,2017-06-24T21:04:35.596,7040,N/A,Information,N/A,Classic,S-1-5-18,NT,DESKTOP-OGCJR0S,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
612,System,Microsoft-Windows-WindowsUpdateClient,2017-06-24T21:26:15.087,44,Windows,Information,Download,"Download,Started",S-1-5-18,NT,DESKTOP-OGCJR0S,Windows Update started downloading an update.
613,System,Microsoft-Windows-WindowsUpdateClient,2017-06-24T21:26:15.087,43,Windows,Information,Installation,"Installation,Started",S-1-5-18,NT,DESKTOP-OGCJR0S,Installation Started: Windows has started installing the following update: Definition Update for Windows Defender - KB2267602 (Definition 1.247.76.0)
614,System,Service,2017-06-24T21:26:23.976,7045,N/A,Information,N/A,Classic,S-1-5-18,NT,DESKTOP-OGCJR0S,A service was installed in the system.
615,System,Microsoft-Windows-WindowsUpdateClient,2017-06-24T21:26:26.742,19,Windows,Information,Installation,"Installation,Success",S-1-5-18,NT,DESKTOP-OGCJR0S,Installation Successful: Windows successfully installed the following update: Definition Update for Windows Defender - KB2267602 (Definition 1.247.76.0)
616,System,Microsoft-Windows-Kernel-Power,2017-06-24T21:44:26.817,42,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,The system is entering sleep.
617,System,Microsoft-Windows-Kernel-Power,2017-06-24T21:44:28.464,107,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,The system has resumed from sleep.
618,System,Microsoft-Windows-Kernel-Power,2017-06-24T21:44:28.464,137,N/A,Error,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,The system firmware has changed the processor's memory type range registers (MTRRs) across a sleep state transition (S4). This can result in reduced resume performance.
619,System,Microsoft-Windows-Kernel-General,2017-06-25T11:01:07.500,1,N/A,Information,Info,Time,N/A,N/A,DESKTOP-OGCJR0S,The system time has changed to ?2017?-?06?-?25T16:01:07.500000000Z from ?2017?-?06?-?25T02:44:28.464949000Z.
620,System,Microsoft-Windows-Kernel-Power,2017-06-25T11:01:07.596,131,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,"Firmware S3 times. ResumeCount: 0, FullResume: 0, AverageResume: 0"
621,System,Microsoft-Windows-DNS-Client,2017-06-25T11:01:13.665,1014,N/A,Warning,Info,N/A,S-1-5-20,NT,DESKTOP-OGCJR0S,Name resolution for the name wpad timed out after none of the configured DNS servers responded.
622,System,Microsoft-Windows-Power-Troubleshooter,2017-06-25T11:01:13.696,1,N/A,Information,Info,N/A,S-1-5-19,NT,DESKTOP-OGCJR0S,The system has returned from a low power state.
623,System,Microsoft-Windows-DNS-Client,2017-06-25T11:01:15.916,1014,N/A,Warning,Info,N/A,S-1-5-20,NT,DESKTOP-OGCJR0S,Name resolution for the name wpad timed out after none of the configured DNS servers responded.
624,System,Microsoft-Windows-Time-Service,2017-06-25T11:11:41.182,158,N/A,Information,Info,N/A,S-1-5-19,NT,DESKTOP-OGCJR0S,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
625,System,Microsoft-Windows-Time-Service,2017-06-25T11:11:42.756,37,N/A,Information,Info,N/A,S-1-5-19,NT,DESKTOP-OGCJR0S,"The time provider NtpClient is currently receiving valid time data from time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->13.65.245.138:123)."
626,System,Microsoft-Windows-Time-Service,2017-06-25T11:11:57.214,35,N/A,Information,Info,N/A,S-1-5-19,NT,DESKTOP-OGCJR0S,"The time service is now synchronizing the system time with the time source time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->13.65.245.138:123)."
627,System,Microsoft-Windows-Kernel-General,2017-06-25T11:11:57.213,1,N/A,Information,Info,Time,S-1-5-19,NT,DESKTOP-OGCJR0S,The system time has changed to ?2017?-?06?-?25T16:11:57.214000000Z from ?2017?-?06?-?25T16:11:57.215306900Z.
628,System,Microsoft-Windows-Kernel-General,2017-06-25T11:12:42.664,11,N/A,Information,Info,N/A,S-1-5-18,NT,DESKTOP-OGCJR0S,"TxR init phase for hive \??\GLOBALROOT\Device\HarddiskVolumeShadowCopy1\WINDOWS\System32\config\SYSTEM (TM: {870B7685-58E6-11E7-B43A-D43D7EF6AF9E}, RM: {870B7684-58E6-11E7-B43A-D43D7EF6AF9E}) finished with result=0xC00000A2 (Internal code=7)."
629,System,Microsoft-Windows-Kernel-General,2017-06-25T11:12:42.741,11,N/A,Information,Info,N/A,S-1-5-18,NT,DESKTOP-OGCJR0S,"TxR init phase for hive \??\GLOBALROOT\Device\HarddiskVolumeShadowCopy1\WINDOWS\System32\config\DRIVERS (TM: {870B7687-58E6-11E7-B43A-D43D7EF6AF9E}, RM: {870B7686-58E6-11E7-B43A-D43D7EF6AF9E}) finished with result=0xC00000A2 (Internal code=7)."
630,System,Microsoft-Windows-Kernel-Power,2017-06-25T11:51:40.795,42,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,The system is entering sleep.
631,System,EventLog,2017-06-25T15:57:16.759,6013,N/A,Information,N/A,Classic,N/A,N/A,DESKTOP-OGCJR0S,The system uptime is 113913 seconds.
632,System,Microsoft-Windows-Kernel-Power,2017-06-25T11:51:42.472,107,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,The system has resumed from sleep.
633,System,Microsoft-Windows-Kernel-Power,2017-06-25T11:51:42.472,137,N/A,Error,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,The system firmware has changed the processor's memory type range registers (MTRRs) across a sleep state transition (S4). This can result in reduced resume performance.
634,System,Microsoft-Windows-Kernel-General,2017-06-25T15:57:16.500,1,N/A,Information,Info,Time,N/A,N/A,DESKTOP-OGCJR0S,The system time has changed to ?2017?-?06?-?25T20:57:16.500000000Z from ?2017?-?06?-?25T16:51:42.472798800Z.
635,System,Microsoft-Windows-Kernel-Power,2017-06-25T15:57:16.631,131,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,"Firmware S3 times. ResumeCount: 0, FullResume: 0, AverageResume: 0"
636,System,Microsoft-Windows-DNS-Client,2017-06-25T15:57:22.728,1014,N/A,Warning,Info,N/A,S-1-5-20,NT,DESKTOP-OGCJR0S,Name resolution for the name wpad timed out after none of the configured DNS servers responded.
637,System,Microsoft-Windows-Power-Troubleshooter,2017-06-25T15:57:23.729,1,N/A,Information,Info,N/A,S-1-5-19,NT,DESKTOP-OGCJR0S,The system has returned from a low power state.
638,System,Microsoft-Windows-DNS-Client,2017-06-25T15:57:24.992,1014,N/A,Warning,Info,N/A,S-1-5-20,NT,DESKTOP-OGCJR0S,Name resolution for the name wpad timed out after none of the configured DNS servers responded.
639,System,Microsoft-Windows-DistributedCOM,2017-06-25T15:57:28.932,10016,N/A,Error,Info,Classic,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID
640,System,Microsoft-Windows-DistributedCOM,2017-06-25T15:57:29.709,10016,N/A,Error,Info,Classic,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID
641,System,Microsoft-Windows-DistributedCOM,2017-06-25T15:57:30.098,10016,N/A,Error,Info,Classic,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID
642,System,Microsoft-Windows-Kernel-General,2017-06-25T18:40:08.900,16,N/A,Information,Info,N/A,S-1-5-18,NT,DESKTOP-OGCJR0S,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Advertising.Xaml_10.1706.1.0_x86__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
643,System,Microsoft-Windows-WindowsUpdateClient,2017-06-25T18:40:08.938,44,Windows,Information,Download,"Download,Started",S-1-5-18,NT,DESKTOP-OGCJR0S,Windows Update started downloading an update.
644,System,Microsoft-Windows-WindowsUpdateClient,2017-06-25T18:40:08.938,44,Windows,Information,Download,"Download,Started",S-1-5-18,NT,DESKTOP-OGCJR0S,Windows Update started downloading an update.
645,System,Microsoft-Windows-Kernel-General,2017-06-25T18:40:09.399,16,N/A,Information,Info,N/A,S-1-5-18,NT,DESKTOP-OGCJR0S,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Advertising.Xaml_10.1706.1.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
646,System,Microsoft-Windows-WindowsUpdateClient,2017-06-25T21:46:51.732,44,Windows,Information,Download,"Download,Started",S-1-5-18,NT,DESKTOP-OGCJR0S,Windows Update started downloading an update.
647,System,Microsoft-Windows-WindowsUpdateClient,2017-06-25T21:46:51.732,43,Windows,Information,Installation,"Installation,Started",S-1-5-18,NT,DESKTOP-OGCJR0S,Installation Started: Windows has started installing the following update: Definition Update for Windows Defender - KB2267602 (Definition 1.247.96.0)
648,System,Service,2017-06-25T21:47:00.445,7045,N/A,Information,N/A,Classic,S-1-5-18,NT,DESKTOP-OGCJR0S,A service was installed in the system.
649,System,Microsoft-Windows-WindowsUpdateClient,2017-06-25T21:47:03.302,19,Windows,Information,Installation,"Installation,Success",S-1-5-18,NT,DESKTOP-OGCJR0S,Installation Successful: Windows successfully installed the following update: Definition Update for Windows Defender - KB2267602 (Definition 1.247.96.0)
650,System,User32,2017-06-26T00:20:50.220,1074,N/A,Information,N/A,Classic,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The process C:\Windows\System32\RuntimeBroker.exe (DESKTOP-OGCJR0S) has initiated the power off of computer DESKTOP-OGCJR0S on behalf of user DESKTOP-OGCJR0S\joshu for the following reason: Other (Unplanned)
651,System,Microsoft-Windows-Winlogon,2017-06-26T00:20:52.107,7002,N/A,Information,Info,N/A,S-1-5-18,NT,DESKTOP-OGCJR0S,User Logoff Notification for Customer Experience Improvement Program
652,System,Microsoft-Windows-Kernel-Power,2017-06-26T00:21:05.391,42,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,The system is entering sleep.
653,System,Microsoft-Windows-Kernel-Power,2017-06-26T00:21:06.764,107,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,The system has resumed from sleep.
654,System,Microsoft-Windows-Kernel-General,2017-06-26T08:07:03.499,1,N/A,Information,Info,Time,N/A,N/A,DESKTOP-OGCJR0S,The system time has changed to ?2017?-?06?-?26T13:07:03.500000000Z from ?2017?-?06?-?26T05:21:06.764773700Z.
655,System,Microsoft-Windows-Kernel-Boot,2017-06-26T08:07:04.406,30,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,The firmware reported boot metrics.
656,System,Microsoft-Windows-Kernel-Boot,2017-06-26T08:07:04.406,25,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,The boot menu policy was 0x1.
657,System,Microsoft-Windows-Kernel-Boot,2017-06-26T08:07:04.406,27,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,The boot type was 0x1.
658,System,Microsoft-Windows-Kernel-Boot,2017-06-26T08:07:04.406,18,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,There are 0x1 boot options on this system.
659,System,Microsoft-Windows-Kernel-Boot,2017-06-26T08:07:04.406,32,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,The bootmgr spent 0 ms waiting for user input.
660,System,Microsoft-Windows-Power-Troubleshooter,2017-06-26T08:07:06.412,1,N/A,Information,Info,N/A,S-1-5-19,NT,DESKTOP-OGCJR0S,The system has returned from a low power state.
661,System,Microsoft-Windows-Winlogon,2017-06-26T08:07:09.613,7001,N/A,Information,Info,N/A,S-1-5-18,NT,DESKTOP-OGCJR0S,User Logon Notification for Customer Experience Improvement Program
662,System,Service,2017-06-26T08:09:23.882,7040,N/A,Information,N/A,Classic,S-1-5-18,NT,DESKTOP-OGCJR0S,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
663,System,Service,2017-06-26T08:10:03.917,7040,N/A,Information,N/A,Classic,S-1-5-18,NT,DESKTOP-OGCJR0S,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
664,System,Service,2017-06-26T08:12:06.077,7040,N/A,Information,N/A,Classic,S-1-5-18,NT,DESKTOP-OGCJR0S,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
665,System,Microsoft-Windows-DistributedCOM,2017-06-26T08:16:19.569,10016,N/A,Error,Info,Classic,S-1-5-18,NT,DESKTOP-OGCJR0S,The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID
666,System,Service,2017-06-26T08:17:36.944,7040,N/A,Information,N/A,Classic,S-1-5-18,NT,DESKTOP-OGCJR0S,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
667,System,Microsoft-Windows-Kernel-General,2017-06-26T08:23:17.184,16,N/A,Information,Info,N/A,S-1-5-18,NT,DESKTOP-OGCJR0S,The access history in hive \??\C:\ProgramData\Microsoft\Provisioning\Microsoft-Desktop-Provisioning-Sequence.dat was cleared updating 0 keys and creating 0 modified pages.
668,System,Microsoft-Windows-UserModePowerService,2017-06-26T08:23:18.062,22,N/A,Information,Info,N/A,S-1-5-18,NT,DESKTOP-OGCJR0S,Reapply power settings upon completion of the provisioning engine's turn 5
669,System,EventLog,2017-06-26T12:00:00.531,6013,N/A,Information,N/A,Classic,N/A,N/A,DESKTOP-OGCJR0S,The system uptime is 186076 seconds.
670,System,Microsoft-Windows-DistributedCOM,2017-06-26T14:29:15.604,10016,N/A,Error,Info,Classic,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID
671,System,Microsoft-Windows-DistributedCOM,2017-06-26T14:29:15.653,10016,N/A,Error,Info,Classic,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID
672,System,Microsoft-Windows-DNS-Client,2017-06-26T15:26:00.019,1014,N/A,Warning,Info,N/A,S-1-5-20,NT,DESKTOP-OGCJR0S,Name resolution for the name wpad timed out after none of the configured DNS servers responded.
673,System,Microsoft-Windows-Kernel-General,2017-06-26T16:26:57.326,16,N/A,Information,Info,N/A,S-1-5-18,NT,DESKTOP-OGCJR0S,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Advertising.Xaml_10.1706.1.0_x86__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
674,System,Microsoft-Windows-WindowsUpdateClient,2017-06-26T16:26:57.679,44,Windows,Information,Download,"Download,Started",S-1-5-18,NT,DESKTOP-OGCJR0S,Windows Update started downloading an update.
675,System,Microsoft-Windows-WindowsUpdateClient,2017-06-26T16:26:57.679,44,Windows,Information,Download,"Download,Started",S-1-5-18,NT,DESKTOP-OGCJR0S,Windows Update started downloading an update.
676,System,Microsoft-Windows-Kernel-General,2017-06-26T16:26:58.249,16,N/A,Information,Info,N/A,S-1-5-18,NT,DESKTOP-OGCJR0S,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Advertising.Xaml_10.1706.1.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
677,System,Microsoft-Windows-Kernel-General,2017-06-26T16:27:00.610,16,N/A,Information,Info,N/A,S-1-5-18,NT,DESKTOP-OGCJR0S,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Advertising.Xaml_10.1706.1.0_x86__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
678,System,Microsoft-Windows-WindowsUpdateClient,2017-06-26T21:58:13.907,44,Windows,Information,Download,"Download,Started",S-1-5-18,NT,DESKTOP-OGCJR0S,Windows Update started downloading an update.
679,System,Microsoft-Windows-WindowsUpdateClient,2017-06-26T21:58:13.907,43,Windows,Information,Installation,"Installation,Started",S-1-5-18,NT,DESKTOP-OGCJR0S,Installation Started: Windows has started installing the following update: Definition Update for Windows Defender - KB2267602 (Definition 1.247.131.0)
680,System,Service,2017-06-26T21:58:22.390,7045,N/A,Information,N/A,Classic,S-1-5-18,NT,DESKTOP-OGCJR0S,A service was installed in the system.
681,System,Microsoft-Windows-WindowsUpdateClient,2017-06-26T21:58:23.967,19,Windows,Information,Installation,"Installation,Success",S-1-5-18,NT,DESKTOP-OGCJR0S,Installation Successful: Windows successfully installed the following update: Definition Update for Windows Defender - KB2267602 (Definition 1.247.131.0)
682,System,Microsoft-Windows-DNS-Client,2017-06-26T23:36:28.403,1014,N/A,Warning,Info,N/A,S-1-5-20,NT,DESKTOP-OGCJR0S,Name resolution for the name wpad timed out after none of the configured DNS servers responded.
683,System,Microsoft-Windows-GroupPolicy,2017-06-27T00:19:32.275,1500,N/A,Information,Start,N/A,S-1-5-18,NT,DESKTOP-OGCJR0S,The Group Policy settings for the computer were processed successfully. There were no changes detected since the last successful processing of Group Policy.
684,System,Microsoft-Windows-GroupPolicy,2017-06-27T00:19:32.275,1501,N/A,Information,Start,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The Group Policy settings for the user were processed successfully. There were no changes detected since the last successful processing of Group Policy.
685,System,Microsoft-Windows-Winlogon,2017-06-27T00:19:33.731,7002,N/A,Information,Info,N/A,S-1-5-18,NT,DESKTOP-OGCJR0S,User Logoff Notification for Customer Experience Improvement Program
686,System,Microsoft-Windows-Kernel-Power,2017-06-27T00:19:47.069,42,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,The system is entering sleep.
687,System,Microsoft-Windows-Kernel-General,2017-06-27T00:19:47.402,1,N/A,Information,Info,Time,N/A,N/A,DESKTOP-OGCJR0S,The system time has changed to ?2017?-?06?-?27T05:19:45.500000000Z from ?2017?-?06?-?27T05:19:47.402871700Z.
688,System,Microsoft-Windows-Kernel-Power,2017-06-27T00:19:48.322,107,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,The system has resumed from sleep.
689,System,Microsoft-Windows-Kernel-General,2017-06-27T08:38:04.499,1,N/A,Information,Info,Time,N/A,N/A,DESKTOP-OGCJR0S,The system time has changed to ?2017?-?06?-?27T13:38:04.500000000Z from ?2017?-?06?-?27T05:19:48.323202000Z.
690,System,Microsoft-Windows-Kernel-Boot,2017-06-27T08:38:05.576,30,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,The firmware reported boot metrics.
691,System,Microsoft-Windows-Kernel-Boot,2017-06-27T08:38:05.576,25,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,The boot menu policy was 0x1.
692,System,Microsoft-Windows-Kernel-Boot,2017-06-27T08:38:05.576,27,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,The boot type was 0x1.
693,System,Microsoft-Windows-Kernel-Boot,2017-06-27T08:38:05.576,18,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,There are 0x1 boot options on this system.
694,System,Microsoft-Windows-Kernel-Boot,2017-06-27T08:38:05.576,32,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,The bootmgr spent 0 ms waiting for user input.
695,System,Microsoft-Windows-Power-Troubleshooter,2017-06-27T08:38:07.575,1,N/A,Information,Info,N/A,S-1-5-19,NT,DESKTOP-OGCJR0S,The system has returned from a low power state.
696,System,Microsoft-Windows-Winlogon,2017-06-27T08:38:10.567,7001,N/A,Information,Info,N/A,S-1-5-18,NT,DESKTOP-OGCJR0S,User Logon Notification for Customer Experience Improvement Program
697,System,Microsoft-Windows-DistributedCOM,2017-06-27T08:38:36.391,10016,N/A,Error,Info,Classic,S-1-5-18,NT,DESKTOP-OGCJR0S,The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID
698,System,Service,2017-06-27T08:40:25.189,7040,N/A,Information,N/A,Classic,S-1-5-18,NT,DESKTOP-OGCJR0S,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
699,System,Service,2017-06-27T08:41:04.895,7040,N/A,Information,N/A,Classic,S-1-5-18,NT,DESKTOP-OGCJR0S,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
700,System,Service,2017-06-27T08:43:07.473,7040,N/A,Information,N/A,Classic,S-1-5-18,NT,DESKTOP-OGCJR0S,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
701,System,Service,2017-06-27T08:44:21.242,7040,N/A,Information,N/A,Classic,S-1-5-18,NT,DESKTOP-OGCJR0S,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
702,System,Service,2017-06-27T08:46:43.412,7040,N/A,Information,N/A,Classic,S-1-5-18,NT,DESKTOP-OGCJR0S,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
703,System,Microsoft-Windows-DistributedCOM,2017-06-27T08:47:47.830,10010,N/A,Error,Info,Classic,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The server Microsoft.MicrosoftEdge_40.15063.0.0_neutral__8wekyb3d8bbwe!ContentProcess did not register with DCOM within the required timeout.
704,System,Microsoft-Windows-Kernel-General,2017-06-27T08:59:09.154,16,N/A,Information,Info,N/A,S-1-5-18,NT,DESKTOP-OGCJR0S,The access history in hive \??\C:\ProgramData\Microsoft\Provisioning\Microsoft-Desktop-Provisioning-Sequence.dat was cleared updating 0 keys and creating 0 modified pages.
705,System,Microsoft-Windows-Time-Service,2017-06-27T08:59:10.341,158,N/A,Information,Info,N/A,S-1-5-19,NT,DESKTOP-OGCJR0S,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
706,System,Microsoft-Windows-Time-Service,2017-06-27T08:59:11.913,37,N/A,Information,Info,N/A,S-1-5-19,NT,DESKTOP-OGCJR0S,"The time provider NtpClient is currently receiving valid time data from time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->13.65.245.138:123)."
707,System,Microsoft-Windows-UserModePowerService,2017-06-27T08:59:25.204,22,N/A,Information,Info,N/A,S-1-5-18,NT,DESKTOP-OGCJR0S,Reapply power settings upon completion of the provisioning engine's turn 5
708,System,Microsoft-Windows-Kernel-General,2017-06-27T08:59:28.931,1,N/A,Information,Info,Time,S-1-5-19,NT,DESKTOP-OGCJR0S,The system time has changed to ?2017?-?06?-?27T13:59:28.931451900Z from ?2017?-?06?-?27T13:59:26.375006300Z.
709,System,Microsoft-Windows-Time-Service,2017-06-27T08:59:28.931,35,N/A,Information,Info,N/A,S-1-5-19,NT,DESKTOP-OGCJR0S,"The time service is now synchronizing the system time with the time source time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->13.65.245.138:123)."
710,System,Microsoft-Windows-Kernel-General,2017-06-27T08:59:28.930,1,N/A,Information,Info,Time,S-1-5-19,NT,DESKTOP-OGCJR0S,The system time has changed to ?2017?-?06?-?27T13:59:28.931000000Z from ?2017?-?06?-?27T13:59:28.931959800Z.
711,System,Microsoft-Windows-Kernel-General,2017-06-27T08:59:28.929,1,N/A,Information,Info,Time,S-1-5-19,NT,DESKTOP-OGCJR0S,The system time has changed to ?2017?-?06?-?27T13:59:28.930000000Z from ?2017?-?06?-?27T13:59:28.930704800Z.
712,System,Microsoft-Windows-Kernel-Power,2017-06-27T09:25:30.518,42,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,The system is entering sleep.
713,System,Microsoft-Windows-Kernel-Power,2017-06-27T09:25:32.195,107,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,The system has resumed from sleep.
714,System,Microsoft-Windows-Kernel-Power,2017-06-27T09:25:32.195,137,N/A,Error,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,The system firmware has changed the processor's memory type range registers (MTRRs) across a sleep state transition (S4). This can result in reduced resume performance.
715,System,Microsoft-Windows-Kernel-General,2017-06-27T09:34:58.500,1,N/A,Information,Info,Time,N/A,N/A,DESKTOP-OGCJR0S,The system time has changed to ?2017?-?06?-?27T14:34:58.500000000Z from ?2017?-?06?-?27T14:25:32.195616200Z.
716,System,Microsoft-Windows-Kernel-Power,2017-06-27T09:34:58.611,131,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,"Firmware S3 times. ResumeCount: 0, FullResume: 0, AverageResume: 0"
717,System,Microsoft-Windows-Power-Troubleshooter,2017-06-27T09:35:04.277,1,N/A,Information,Info,N/A,S-1-5-19,NT,DESKTOP-OGCJR0S,The system has returned from a low power state.
718,System,Microsoft-Windows-DNS-Client,2017-06-27T09:35:09.585,1014,N/A,Warning,Info,N/A,S-1-5-20,NT,DESKTOP-OGCJR0S,Name resolution for the name wpad timed out after none of the configured DNS servers responded.
719,System,Service,2017-06-27T09:35:27.462,7040,N/A,Information,N/A,Classic,S-1-5-18,NT,DESKTOP-OGCJR0S,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
720,System,Microsoft-Windows-Time-Service,2017-06-27T09:46:59.190,158,N/A,Information,Info,N/A,S-1-5-19,NT,DESKTOP-OGCJR0S,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
721,System,Microsoft-Windows-Time-Service,2017-06-27T09:47:00.769,37,N/A,Information,Info,N/A,S-1-5-19,NT,DESKTOP-OGCJR0S,"The time provider NtpClient is currently receiving valid time data from time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->13.65.245.138:123)."
722,System,Microsoft-Windows-Time-Service,2017-06-27T09:47:15.229,35,N/A,Information,Info,N/A,S-1-5-19,NT,DESKTOP-OGCJR0S,"The time service is now synchronizing the system time with the time source time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->13.65.245.138:123)."
723,System,Microsoft-Windows-Kernel-General,2017-06-27T09:47:15.228,1,N/A,Information,Info,Time,S-1-5-19,NT,DESKTOP-OGCJR0S,The system time has changed to ?2017?-?06?-?27T14:47:15.229000000Z from ?2017?-?06?-?27T14:47:15.230334800Z.
