Log Name,Source,Date,Event ID,Task,Level,Opcode,Keyword,User,User Name,Computer,Description
1775,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:11.915,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.microsoftedge_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1776,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:11.948,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.microsoftofficehub_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 48 keys and creating 6 modified pages.
1777,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:12.011,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.microsoftstickynotes_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1778,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:12.046,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.mspaint_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1779,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:12.077,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.office.onenote_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1780,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:12.108,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.oneconnect_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1781,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:12.163,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.people_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1782,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:12.201,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.ppiprojection_cw5n1h2txyewy\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1783,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:12.233,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.reader_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
1784,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:12.320,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.storepurchaseapp_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
1785,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:12.351,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.wallet_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1786,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:12.387,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.windows.apprep.chxapp_cw5n1h2txyewy\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1787,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:12.443,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.windows.assignedaccesslockapp_cw5n1h2txyewy\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1788,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:12.558,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.windows.holographicfirstrun_cw5n1h2txyewy\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1789,System,Microsoft-Windows-Time-Service,2017-07-15T20:54:12.584,35,N/A,Information,Info,N/A,S-1-5-19,NT,DESKTOP-OGCJR0S,"The time service is now synchronizing the system time with the time source time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->13.65.245.138:123)."
1790,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:12.583,1,N/A,Information,Info,Time,S-1-5-19,NT,DESKTOP-OGCJR0S,The system time has changed to ?2017?-?07?-?16T01:54:12.584000000Z from ?2017?-?07?-?16T01:54:12.584860300Z.
1791,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:12.627,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.windows.modalsharepickerhost_cw5n1h2txyewy\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1792,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:12.657,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.windows.oobenetworkcaptiveportal_cw5n1h2txyewy\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1793,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:12.688,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.windows.oobenetworkconnectionflow_cw5n1h2txyewy\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1794,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:12.780,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.windows.parentalcontrols_cw5n1h2txyewy\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1795,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:12.816,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.windows.sechealthui_cw5n1h2txyewy\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1796,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:12.884,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.windows.secondarytileexperience_cw5n1h2txyewy\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1797,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:12.915,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.windows.secureassessmentbrowser_cw5n1h2txyewy\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1798,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:12.993,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.windows.windowpicker_cw5n1h2txyewy\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1799,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:13.062,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.windowsalarms_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1800,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:13.095,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.windowscalculator_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1801,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:13.163,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.windowscamera_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1802,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:13.350,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.windowsfeedbackhub_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1803,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:13.381,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.windowsmaps_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1804,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:13.412,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.windowssoundrecorder_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1805,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:13.473,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.xboxapp_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
1806,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:13.504,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.xboxgamecallableui_cw5n1h2txyewy\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1807,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:13.538,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.xboxgameoverlay_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1808,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:13.565,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.xboxidentityprovider_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1809,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:13.596,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.xboxspeechtotextoverlay_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1810,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:13.621,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.zunemusic_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1811,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:13.678,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\microsoft.zunevideo_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1812,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:13.710,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\windows.contactsupport_cw5n1h2txyewy\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1813,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:13.758,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1814,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:13.814,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\windows.miracastview_cw5n1h2txyewy\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1815,System,Microsoft-Windows-Kernel-General,2017-07-15T20:54:13.843,16,N/A,Information,Info,N/A,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The access history in hive \??\C:\Users\joshu\AppData\Local\Packages\windows.printdialog_cw5n1h2txyewy\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
1816,System,Microsoft-Windows-Kernel-Power,2017-07-15T21:39:38.644,109,N/A,Information,Info,N/A,S-1-5-18,NT,DESKTOP-OGCJR0S,The kernel power manager has initiated a shutdown transition.
1817,System,Microsoft-Windows-DistributedCOM,2017-07-15T21:39:40.480,10010,N/A,Error,Info,Classic,S-1-5-21-3654634270-3195840133-2774193163-1001,DESKTOP-OGCJR0S\joshu,DESKTOP-OGCJR0S,The server {AB8902B4-09CA-4BB6-B78D-A8F59079A8D5} did not register with DCOM within the required timeout.
1818,System,Microsoft-Windows-Winlogon,2017-07-15T21:39:41.208,7002,N/A,Information,Info,N/A,S-1-5-18,NT,DESKTOP-OGCJR0S,User Logoff Notification for Customer Experience Improvement Program
1819,System,Microsoft-Windows-Kernel-Power,2017-07-15T21:39:48.890,42,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,The system is entering sleep.
1820,System,EventLog,2017-07-17T16:22:10.702,6013,N/A,Information,N/A,Classic,N/A,N/A,DESKTOP-OGCJR0S,The system uptime is 431084 seconds.
1821,System,Microsoft-Windows-Kernel-Power,2017-07-15T21:39:54.509,107,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,The system has resumed from sleep.
1822,System,Microsoft-Windows-Kernel-General,2017-07-17T16:22:10.499,1,N/A,Information,Info,Time,N/A,N/A,DESKTOP-OGCJR0S,The system time has changed to ?2017?-?07?-?17T21:22:10.500000000Z from ?2017?-?07?-?16T02:39:54.509554100Z.
1823,System,Microsoft-Windows-Kernel-Boot,2017-07-17T16:22:11.109,30,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,The firmware reported boot metrics.
1824,System,Microsoft-Windows-Kernel-Boot,2017-07-17T16:22:11.109,25,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,The boot menu policy was 0x1.
1825,System,Microsoft-Windows-Kernel-Boot,2017-07-17T16:22:11.109,27,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,The boot type was 0x1.
1826,System,Microsoft-Windows-Kernel-Boot,2017-07-17T16:22:11.109,18,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,There are 0x1 boot options on this system.
1827,System,Microsoft-Windows-Kernel-Boot,2017-07-17T16:22:11.110,32,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,The bootmgr spent 0 ms waiting for user input.
1828,System,Microsoft-Windows-Power-Troubleshooter,2017-07-17T16:22:13.104,1,N/A,Information,Info,N/A,S-1-5-19,NT,DESKTOP-OGCJR0S,The system has returned from a low power state.
1829,System,Microsoft-Windows-DNS-Client,2017-07-17T16:22:13.363,1014,N/A,Warning,Info,N/A,S-1-5-20,NT,DESKTOP-OGCJR0S,Name resolution for the name wpad timed out after none of the configured DNS servers responded.
1830,System,Microsoft-Windows-Winlogon,2017-07-17T16:22:22.377,7001,N/A,Information,Info,N/A,S-1-5-18,NT,DESKTOP-OGCJR0S,User Logon Notification for Customer Experience Improvement Program
1831,System,Service,2017-07-17T16:22:30.124,7040,N/A,Information,N/A,Classic,S-1-5-18,NT,DESKTOP-OGCJR0S,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
1832,System,Service,2017-07-17T16:24:36.614,7040,N/A,Information,N/A,Classic,S-1-5-18,NT,DESKTOP-OGCJR0S,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
1833,System,Service,2017-07-17T16:25:10.986,7040,N/A,Information,N/A,Classic,S-1-5-18,NT,DESKTOP-OGCJR0S,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
1834,System,Microsoft-Windows-WindowsUpdateClient,2017-07-17T16:25:24.432,44,Windows,Information,Download,"Download,Started",S-1-5-18,NT,DESKTOP-OGCJR0S,Windows Update started downloading an update.
1835,System,Microsoft-Windows-Kernel-General,2017-07-17T16:25:47.479,16,N/A,Information,Info,N/A,S-1-5-18,NT,DESKTOP-OGCJR0S,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.SkypeApp_11.19.820.0_x64__kzf8qxf38zg5c\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
1836,System,Microsoft-Windows-WindowsUpdateClient,2017-07-17T16:25:53.145,43,Windows,Information,Installation,"Installation,Started",S-1-5-18,NT,DESKTOP-OGCJR0S,Installation Started: Windows has started installing the following update: Skype
1837,System,Microsoft-Windows-WindowsUpdateClient,2017-07-17T16:25:53.145,19,Windows,Information,Installation,"Installation,Success",S-1-5-18,NT,DESKTOP-OGCJR0S,Installation Successful: Windows successfully installed the following update: Skype
1838,System,Microsoft-Windows-WindowsUpdateClient,2017-07-17T16:26:22.574,44,Windows,Information,Download,"Download,Started",S-1-5-18,NT,DESKTOP-OGCJR0S,Windows Update started downloading an update.
1839,System,Microsoft-Windows-WindowsUpdateClient,2017-07-17T16:26:29.041,43,Windows,Information,Installation,"Installation,Started",S-1-5-18,NT,DESKTOP-OGCJR0S,Installation Started: Windows has started installing the following update: Definition Update for Windows Defender - KB2267602 (Definition 1.247.989.0)
1840,System,Service,2017-07-17T16:26:37.376,7045,N/A,Information,N/A,Classic,S-1-5-18,NT,DESKTOP-OGCJR0S,A service was installed in the system.
1841,System,Microsoft-Windows-WindowsUpdateClient,2017-07-17T16:26:37.866,19,Windows,Information,Installation,"Installation,Success",S-1-5-18,NT,DESKTOP-OGCJR0S,Installation Successful: Windows successfully installed the following update: Definition Update for Windows Defender - KB2267602 (Definition 1.247.989.0)
1842,System,Service,2017-07-17T16:27:13.609,7040,N/A,Information,N/A,Classic,S-1-5-18,NT,DESKTOP-OGCJR0S,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
1843,System,Service,2017-07-17T16:28:05.685,7040,N/A,Information,N/A,Classic,S-1-5-18,NT,DESKTOP-OGCJR0S,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
1844,System,Microsoft-Windows-WindowsUpdateClient,2017-07-17T19:25:41.158,44,Windows,Information,Download,"Download,Started",S-1-5-18,NT,DESKTOP-OGCJR0S,Windows Update started downloading an update.
1845,System,Microsoft-Windows-WindowsUpdateClient,2017-07-17T19:25:41.158,43,Windows,Information,Installation,"Installation,Started",S-1-5-18,NT,DESKTOP-OGCJR0S,Installation Started: Windows has started installing the following update: Definition Update for Windows Defender - KB2267602 (Definition 1.247.991.0)
1846,System,Service,2017-07-17T19:25:53.960,7045,N/A,Information,N/A,Classic,S-1-5-18,NT,DESKTOP-OGCJR0S,A service was installed in the system.
1847,System,Microsoft-Windows-WindowsUpdateClient,2017-07-17T19:25:54.259,19,Windows,Information,Installation,"Installation,Success",S-1-5-18,NT,DESKTOP-OGCJR0S,Installation Successful: Windows successfully installed the following update: Definition Update for Windows Defender - KB2267602 (Definition 1.247.991.0)
1848,System,Microsoft-Windows-Kernel-General,2017-07-17T20:32:27.912,16,N/A,Information,Info,N/A,S-1-5-18,NT,DESKTOP-OGCJR0S,The access history in hive \??\C:\ProgramData\Microsoft\Provisioning\Microsoft-Desktop-Provisioning-Sequence.dat was cleared updating 0 keys and creating 0 modified pages.
1849,System,Microsoft-Windows-Time-Service,2017-07-17T20:32:29.250,158,N/A,Information,Info,N/A,S-1-5-19,NT,DESKTOP-OGCJR0S,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
1850,System,Microsoft-Windows-Time-Service,2017-07-17T20:32:30.822,37,N/A,Information,Info,N/A,S-1-5-19,NT,DESKTOP-OGCJR0S,"The time provider NtpClient is currently receiving valid time data from time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->13.65.245.138:123)."
1851,System,Microsoft-Windows-UserModePowerService,2017-07-17T20:32:32.026,22,N/A,Information,Info,N/A,S-1-5-18,NT,DESKTOP-OGCJR0S,Reapply power settings upon completion of the provisioning engine's turn 5
1852,System,Microsoft-Windows-Kernel-General,2017-07-17T20:32:47.939,1,N/A,Information,Info,Time,S-1-5-19,NT,DESKTOP-OGCJR0S,The system time has changed to ?2017?-?07?-?18T01:32:47.939303400Z from ?2017?-?07?-?18T01:32:45.283768300Z.
1853,System,Microsoft-Windows-Time-Service,2017-07-17T20:32:47.939,35,N/A,Information,Info,N/A,S-1-5-19,NT,DESKTOP-OGCJR0S,"The time service is now synchronizing the system time with the time source time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->13.65.245.138:123)."
1854,System,Microsoft-Windows-Kernel-General,2017-07-17T20:32:47.940,1,N/A,Information,Info,Time,S-1-5-19,NT,DESKTOP-OGCJR0S,The system time has changed to ?2017?-?07?-?18T01:32:47.941000000Z from ?2017?-?07?-?18T01:32:47.941856000Z.
1855,System,Microsoft-Windows-Kernel-General,2017-07-17T20:32:47.941,1,N/A,Information,Info,Time,S-1-5-19,NT,DESKTOP-OGCJR0S,The system time has changed to ?2017?-?07?-?18T01:32:47.941000000Z from ?2017?-?07?-?18T01:32:47.942296300Z.
1856,System,Microsoft-Windows-Winlogon,2017-07-17T23:38:29.506,7002,N/A,Information,Info,N/A,S-1-5-18,NT,DESKTOP-OGCJR0S,User Logoff Notification for Customer Experience Improvement Program
1857,System,Microsoft-Windows-Kernel-Power,2017-07-17T23:38:43.079,42,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,The system is entering sleep.
1858,System,Microsoft-Windows-Kernel-Power,2017-07-17T23:38:44.343,107,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,The system has resumed from sleep.
1859,System,Microsoft-Windows-Kernel-General,2017-07-18T09:37:54.499,1,N/A,Information,Info,Time,N/A,N/A,DESKTOP-OGCJR0S,The system time has changed to ?2017?-?07?-?18T14:37:54.500000000Z from ?2017?-?07?-?18T04:38:44.343532700Z.
1860,System,Microsoft-Windows-Kernel-Boot,2017-07-18T09:37:55.079,30,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,The firmware reported boot metrics.
1861,System,Microsoft-Windows-Kernel-Boot,2017-07-18T09:37:55.079,25,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,The boot menu policy was 0x1.
1862,System,Microsoft-Windows-Kernel-Boot,2017-07-18T09:37:55.079,27,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,The boot type was 0x1.
1863,System,Microsoft-Windows-Kernel-Boot,2017-07-18T09:37:55.079,18,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,There are 0x1 boot options on this system.
1864,System,Microsoft-Windows-Kernel-Boot,2017-07-18T09:37:55.079,32,N/A,Information,Info,N/A,N/A,N/A,DESKTOP-OGCJR0S,The bootmgr spent 0 ms waiting for user input.
1865,System,Microsoft-Windows-Power-Troubleshooter,2017-07-18T09:37:57.070,1,N/A,Information,Info,N/A,S-1-5-19,NT,DESKTOP-OGCJR0S,The system has returned from a low power state.
1866,System,Microsoft-Windows-DNS-Client,2017-07-18T09:38:00.739,1014,N/A,Warning,Info,N/A,S-1-5-20,NT,DESKTOP-OGCJR0S,Name resolution for the name wpad timed out after none of the configured DNS servers responded.
1867,System,Microsoft-Windows-Winlogon,2017-07-18T09:38:00.842,7001,N/A,Information,Info,N/A,S-1-5-18,NT,DESKTOP-OGCJR0S,User Logon Notification for Customer Experience Improvement Program
